age,gender,education_level,job_title,years_of_experience,salary,experience_per_age,seniority,age_group
28,male,master's,full stack engineer,4,90452,0.14285714285714285,mid,junior
46,female,phd,software engineer manager,23,168304,0.5,senior,senior
34,male,bachelor's,back end developer,10,126593,0.29411764705882354,senior,mid_age
44,male,master's,senior software engineer,19,152203,0.4318181818181818,senior,mid_age
55,female,phd,software engineer manager,30,183138,0.5454545454545454,senior,senior
35,male,master's,full stack engineer,9,130275,0.2571428571428571,mid,mid_age
54,male,bachelor's,senior project engineer,29,191915,0.5370370370370371,senior,senior
23,female,high school,back end developer,2,62807,0.08695652173913043,junior,junior
46,male,master's,senior software engineer,21,174305,0.45652173913043476,senior,senior
33,female,bachelor's,full stack engineer,9,133326,0.2727272727272727,mid,mid_age
26,male,master's,front end developer,4,75656,0.15384615384615385,mid,junior
43,female,phd,software engineer manager,19,155944,0.4418604651162791,senior,mid_age
36,male,master's,full stack engineer,11,137775,0.3055555555555556,senior,mid_age
23,female,bachelor's,senior project engineer,0,51831,0.0,junior,junior
49,male,master's,software engineer manager,22,182237,0.4489795918367347,senior,senior
35,female,master's,full stack engineer,10,151901,0.2857142857142857,senior,mid_age
31,male,bachelor's,back end developer,8,100052,0.25806451612903225,mid,mid_age
54,other,high school,senior software engineer,29,158254,0.5370370370370371,senior,senior
43,male,master's,full stack engineer,20,167207,0.46511627906976744,senior,mid_age
33,female,master's,senior project engineer,10,112439,0.30303030303030304,senior,mid_age
52,female,phd,software engineer manager,29,194214,0.5576923076923077,senior,senior
28,male,bachelor's,full stack engineer,5,84407,0.17857142857142858,mid,junior
36,female,master's,senior software engineer,13,139413,0.3611111111111111,senior,mid_age
43,male,bachelor's,senior project engineer,20,143084,0.46511627906976744,senior,mid_age
50,female,master's,full stack engineer,25,192344,0.5,senior,senior
24,male,phd,software engineer manager,1,106132,0.041666666666666664,junior,junior
52,male,master's,senior software engineer,26,184816,0.5,senior,senior
46,female,bachelor's,back end developer,19,150248,0.41304347826086957,senior,senior
38,male,master's,full stack engineer,15,170995,0.39473684210526316,senior,mid_age
29,male,bachelor's,senior project engineer,6,88035,0.20689655172413793,mid,junior
33,female,master's,front end developer,10,119419,0.30303030303030304,senior,mid_age
47,male,phd,software engineer manager,21,173582,0.44680851063829785,senior,senior
45,female,master's,senior software engineer,23,174436,0.5111111111111111,senior,senior
28,male,bachelor's,back end developer,4,71699,0.14285714285714285,mid,junior
42,female,master's,full stack engineer,14,163558,0.3333333333333333,senior,mid_age
46,male,bachelor's,senior project engineer,24,166828,0.5217391304347826,senior,senior
38,female,phd,software engineer manager,15,144496,0.39473684210526316,senior,mid_age
54,male,master's,senior software engineer,31,193746,0.5740740740740741,senior,senior
33,female,master's,full stack engineer,8,122581,0.24242424242424243,mid,mid_age
27,male,high school,back end developer,4,79767,0.14814814814814814,mid,junior
50,female,bachelor's,senior project engineer,25,177177,0.5,senior,senior
26,male,master's,full stack engineer,4,89843,0.15384615384615385,mid,junior
31,female,master's,senior software engineer,6,113563,0.1935483870967742,mid,mid_age
35,male,bachelor's,front end developer,10,128712,0.2857142857142857,senior,mid_age
44,female,phd,software engineer manager,18,161621,0.4090909090909091,senior,mid_age
32,male,master's,senior project engineer,8,121454,0.25,mid,mid_age
54,male,bachelor's,full stack engineer,25,179987,0.46296296296296297,senior,senior
26,female,master's,front end developer,3,72649,0.11538461538461539,mid,junior
23,male,phd,software engineer manager,0,52612,0.0,junior,junior
48,female,master's,senior software engineer,24,184006,0.5,senior,senior
38,male,bachelor's,back end developer,12,131960,0.3157894736842105,senior,mid_age
30,female,master's,full stack engineer,5,102465,0.16666666666666666,mid,mid_age
40,male,master's,software engineer manager,16,149748,0.4,senior,mid_age
45,female,bachelor's,senior project engineer,22,171036,0.4888888888888889,senior,senior
36,male,master's,full stack engineer,13,146351,0.3611111111111111,senior,mid_age
52,male,phd,software engineer manager,26,185462,0.5,senior,senior
31,female,bachelor's,senior software engineer,7,107718,0.22580645161290322,mid,mid_age
26,male,master's,full stack engineer,4,90944,0.15384615384615385,mid,junior
30,female,master's,senior project engineer,5,100425,0.16666666666666666,mid,mid_age
24,male,bachelor's,back end developer,2,63901,0.08333333333333333,junior,junior
45,male,master's,senior software engineer,22,181902,0.4888888888888889,senior,senior
33,female,master's,full stack engineer,9,136533,0.2727272727272727,mid,mid_age
38,male,bachelor's,front end developer,11,136285,0.2894736842105263,senior,mid_age
54,female,phd,software engineer manager,31,191818,0.5740740740740741,senior,senior
42,male,master's,full stack engineer,19,176643,0.4523809523809524,senior,mid_age
28,female,bachelor's,senior project engineer,4,70022,0.14285714285714285,mid,junior
30,male,master's,front end developer,6,99363,0.2,mid,mid_age
43,female,master's,senior software engineer,19,152944,0.4418604651162791,senior,mid_age
35,male,bachelor's,back end developer,10,123386,0.2857142857142857,senior,mid_age
44,male,master's,full stack engineer,21,168906,0.4772727272727273,senior,mid_age
55,female,bachelor's,senior project engineer,30,183020,0.5454545454545454,senior,senior
23,male,high school,front end developer,1,47898,0.043478260869565216,junior,junior
39,female,master's,senior software engineer,14,135853,0.358974358974359,senior,mid_age
43,male,bachelor's,full stack engineer,17,149198,0.3953488372093023,senior,mid_age
29,male,phd,software engineer manager,6,106662,0.20689655172413793,mid,junior
51,male,master's,senior software engineer,28,186610,0.5490196078431373,senior,senior
30,female,bachelor's,senior project engineer,6,89995,0.2,mid,mid_age
26,male,master's,full stack engineer,4,85825,0.15384615384615385,mid,junior
39,female,phd,software engineer manager,13,143814,0.3333333333333333,senior,mid_age
49,male,master's,front end developer,24,174726,0.4897959183673469,senior,senior
42,female,bachelor's,senior software engineer,20,150534,0.47619047619047616,senior,mid_age
27,male,bachelor's,back end developer,4,68732,0.14814814814814814,mid,junior
43,male,master's,full stack engineer,21,187951,0.4883720930232558,senior,mid_age
37,female,bachelor's,senior project engineer,13,137336,0.35135135135135137,senior,mid_age
51,male,phd,software engineer manager,26,191159,0.5098039215686274,senior,senior
29,female,master's,full stack engineer,5,102868,0.1724137931034483,mid,junior
43,male,bachelor's,senior software engineer,20,154281,0.46511627906976744,senior,mid_age
31,male,master's,back end developer,8,111535,0.25806451612903225,mid,mid_age
30,female,master's,senior project engineer,6,107906,0.2,mid,mid_age
36,male,bachelor's,full stack engineer,13,143885,0.3611111111111111,senior,mid_age
52,female,phd,software engineer manager,27,180958,0.5192307692307693,senior,senior
28,male,master's,senior software engineer,6,108607,0.21428571428571427,mid,junior
49,male,bachelor's,back end developer,24,178284,0.4897959183673469,senior,senior
27,female,master's,front end developer,4,75969,0.14814814814814814,mid,junior
41,male,master's,senior project engineer,15,143705,0.36585365853658536,senior,mid_age
56,female,phd,software engineer manager,31,197354,0.5535714285714286,senior,senior
46,male,bachelor's,senior software engineer,22,174324,0.4782608695652174,senior,senior
32,female,master's,full stack engineer,8,123781,0.25,mid,mid_age
38,male,phd,software engineer manager,12,141735,0.3157894736842105,senior,mid_age
52,male,master's,senior project engineer,28,187120,0.5384615384615384,senior,senior
24,female,bachelor's,back end developer,1,61095,0.041666666666666664,junior,junior
49,male,master's,full stack engineer,22,179045,0.4489795918367347,senior,senior
35,female,master's,senior software engineer,10,130355,0.2857142857142857,senior,mid_age
31,male,bachelor's,front end developer,7,103282,0.22580645161290322,mid,mid_age
44,female,phd,software engineer manager,18,157872,0.4090909090909091,senior,mid_age
33,male,master's,senior project engineer,10,117314,0.30303030303030304,senior,mid_age
54,male,bachelor's,senior software engineer,30,186321,0.5555555555555556,senior,senior
33,female,master's,full stack engineer,11,129686,0.3333333333333333,senior,mid_age
27,male,high school,back end developer,3,68611,0.1111111111111111,mid,junior
51,female,master's,senior project engineer,25,177913,0.49019607843137253,senior,senior
26,male,master's,full stack engineer,3,68472,0.11538461538461539,mid,junior
31,female,master's,senior software engineer,6,113065,0.1935483870967742,mid,mid_age
35,male,bachelor's,front end developer,9,125091,0.2571428571428571,mid,mid_age
45,female,phd,software engineer manager,23,172925,0.5111111111111111,senior,senior
32,male,master's,senior project engineer,9,126916,0.28125,mid,mid_age
54,male,bachelor's,full stack engineer,27,183417,0.5,senior,senior
26,female,master's,front end developer,4,76898,0.15384615384615385,mid,junior
26,female,bachelor's,software engineer,2,65000,0.07692307692307693,junior,junior
33,male,master's,data analyst,8,120000,0.24242424242424243,mid,mid_age
29,female,bachelor's,product manager,4,90000,0.13793103448275862,mid,junior
41,male,phd,data scientist,15,190000,0.36585365853658536,senior,mid_age
35,female,master's,software engineer,9,140000,0.2571428571428571,mid,mid_age
28,male,bachelor's,software developer,3,75000,0.10714285714285714,mid,junior
37,female,master's,data scientist,11,160000,0.2972972972972973,senior,mid_age
33,male,bachelor's,product manager,8,130000,0.24242424242424243,mid,mid_age
24,female,master's,software engineer,2,60000,0.08333333333333333,junior,junior
46,male,phd,director of data science,20,220000,0.43478260869565216,senior,senior
29,female,bachelor's,software developer,5,80000,0.1724137931034483,mid,junior
31,male,master's,data scientist,7,130000,0.22580645161290322,mid,mid_age
27,female,bachelor's,software engineer,3,65000,0.1111111111111111,mid,junior
38,male,phd,senior data scientist,13,170000,0.34210526315789475,senior,mid_age
30,female,master's,product manager,6,110000,0.2,mid,mid_age
25,male,bachelor's,front end developer,2,50000,0.08,junior,junior
44,male,phd,director of data science,18,210000,0.4090909090909091,senior,mid_age
33,female,master's,data analyst,8,100000,0.24242424242424243,mid,mid_age
22,male,bachelor's,software engineer,1,50000,0.045454545454545456,junior,junior
36,male,master's,product manager,10,160000,0.2777777777777778,senior,mid_age
28,female,bachelor's,software engineer,4,70000,0.14285714285714285,mid,junior
41,male,phd,senior data scientist,16,190000,0.3902439024390244,senior,mid_age
34,female,master's,data scientist,9,140000,0.2647058823529412,mid,mid_age
23,male,bachelor's,software developer,1,45000,0.043478260869565216,junior,junior
32,female,master's,product manager,7,120000,0.21875,mid,mid_age
25,male,master's,software engineer,2,60000,0.08,junior,junior
37,female,bachelor's,data analyst,11,150000,0.2972972972972973,senior,mid_age
28,male,bachelor's,software engineer,4,70000,0.14285714285714285,mid,junior
29,female,bachelor's,full stack engineer,6,103579,0.20689655172413793,mid,junior
45,male,master's,software engineer manager,19,163780,0.4222222222222222,senior,senior
36,male,bachelor's,front end developer,12,137878,0.3333333333333333,senior,mid_age
30,female,master's,senior project engineer,4,92438,0.13333333333333333,mid,mid_age
28,male,master's,full stack engineer,5,84181,0.17857142857142858,mid,junior
46,female,phd,software engineer manager,21,174821,0.45652173913043476,senior,senior
34,male,bachelor's,back end developer,10,126520,0.29411764705882354,senior,mid_age
44,male,master's,senior software engineer,18,152168,0.4090909090909091,senior,mid_age
55,female,phd,software engineer manager,29,190543,0.5272727272727272,senior,senior
35,male,master's,full stack engineer,9,131547,0.2571428571428571,mid,mid_age
54,male,bachelor's,senior project engineer,28,192292,0.5185185185185185,senior,senior
23,female,high school,back end developer,1,52807,0.043478260869565216,junior,junior
46,male,master's,senior software engineer,20,174938,0.43478260869565216,senior,senior
33,female,bachelor's,full stack engineer,8,124071,0.24242424242424243,mid,mid_age
26,male,master's,front end developer,3,73640,0.11538461538461539,mid,junior
43,female,phd,software engineer manager,19,156486,0.4418604651162791,senior,mid_age
36,male,master's,full stack engineer,11,138859,0.3055555555555556,senior,mid_age
23,female,bachelor's,senior project engineer,0,52831,0.0,junior,junior
49,male,master's,software engineer manager,23,182392,0.46938775510204084,senior,senior
35,female,master's,full stack engineer,11,151078,0.3142857142857143,senior,mid_age
31,male,bachelor's,back end developer,8,100679,0.25806451612903225,mid,mid_age
54,other,high school,senior software engineer,29,158966,0.5370370370370371,senior,senior
43,male,master's,full stack engineer,20,167924,0.46511627906976744,senior,mid_age
33,female,master's,senior project engineer,10,113334,0.30303030303030304,senior,mid_age
52,female,phd,software engineer manager,29,194778,0.5576923076923077,senior,senior
28,male,bachelor's,full stack engineer,4,77606,0.14285714285714285,mid,junior
36,female,master's,senior software engineer,13,140010,0.3611111111111111,senior,mid_age
43,male,bachelor's,senior project engineer,20,142421,0.46511627906976744,senior,mid_age
50,female,master's,full stack engineer,24,192756,0.48,senior,senior
24,male,phd,software engineer manager,1,106686,0.041666666666666664,junior,junior
52,male,master's,senior software engineer,27,186794,0.5192307692307693,senior,senior
46,female,bachelor's,back end developer,19,150729,0.41304347826086957,senior,senior
38,male,master's,full stack engineer,15,171652,0.39473684210526316,senior,mid_age
29,male,bachelor's,senior project engineer,6,88552,0.20689655172413793,mid,junior
33,female,master's,front end developer,9,119918,0.2727272727272727,mid,mid_age
47,male,phd,software engineer manager,21,174985,0.44680851063829785,senior,senior
45,female,master's,senior software engineer,23,174336,0.5111111111111111,senior,senior
28,male,bachelor's,back end developer,4,72389,0.14285714285714285,mid,junior
42,female,master's,full stack engineer,14,163978,0.3333333333333333,senior,mid_age
46,male,bachelor's,senior project engineer,25,166958,0.5434782608695652,senior,senior
38,female,phd,software engineer manager,15,145052,0.39473684210526316,senior,mid_age
54,male,master's,senior software engineer,32,195270,0.5925925925925926,senior,senior
33,female,master's,full stack engineer,8,122970,0.24242424242424243,mid,mid_age
27,male,high school,back end developer,4,80247,0.14814814814814814,mid,junior
50,female,bachelor's,senior project engineer,25,177862,0.5,senior,senior
26,male,master's,full stack engineer,4,91062,0.15384615384615385,mid,junior
31,female,master's,senior software engineer,6,114290,0.1935483870967742,mid,mid_age
35,male,bachelor's,front end developer,10,128999,0.2857142857142857,senior,mid_age
44,female,phd,software engineer manager,18,162454,0.4090909090909091,senior,mid_age
32,male,master's,senior project engineer,8,122354,0.25,mid,mid_age
54,male,bachelor's,full stack engineer,25,179756,0.46296296296296297,senior,senior
26,female,master's,front end developer,3,73218,0.11538461538461539,mid,junior
48,female,master's,senior software engineer,24,184480,0.5,senior,senior
38,male,bachelor's,back end developer,12,132442,0.3157894736842105,senior,mid_age
30,female,master's,full stack engineer,5,102828,0.16666666666666666,mid,mid_age
40,male,master's,software engineer manager,16,150301,0.4,senior,mid_age
45,female,bachelor's,senior project engineer,22,171468,0.4888888888888889,senior,senior
36,male,master's,full stack engineer,13,147326,0.3611111111111111,senior,mid_age
52,male,phd,software engineer manager,26,185982,0.5,senior,senior
31,female,bachelor's,senior software engineer,7,108267,0.22580645161290322,mid,mid_age
26,male,master's,full stack engineer,4,91397,0.15384615384615385,mid,junior
30,female,master's,senior project engineer,5,100867,0.16666666666666666,mid,mid_age
24,male,bachelor's,back end developer,2,64182,0.08333333333333333,junior,junior
45,male,master's,senior software engineer,22,182506,0.4888888888888889,senior,senior
33,female,master's,full stack engineer,9,136986,0.2727272727272727,mid,mid_age
38,male,bachelor's,front end developer,11,136662,0.2894736842105263,senior,mid_age
54,female,phd,software engineer manager,32,191510,0.5925925925925926,senior,senior
42,male,master's,full stack engineer,19,177347,0.4523809523809524,senior,mid_age
28,female,bachelor's,senior project engineer,3,70397,0.10714285714285714,mid,junior
34,male,master's,software engineer manager,9,146075,0.2647058823529412,mid,mid_age
46,female,bachelor's,back end developer,18,155795,0.391304347826087,senior,senior
35,male,master's,full stack engineer,9,132638,0.2571428571428571,mid,mid_age
49,female,phd,software engineer manager,22,178684,0.4489795918367347,senior,senior
32,male,bachelor's,senior software engineer,7,106218,0.21875,mid,mid_age
54,male,master's,full stack engineer,28,191239,0.5185185185185185,senior,senior
26,female,master's,front end developer,2,65840,0.07692307692307693,junior,junior
23,male,phd,software engineer manager,0,52779,0.0,junior,junior
48,female,master's,senior software engineer,23,185038,0.4791666666666667,senior,senior
38,male,bachelor's,back end developer,14,136449,0.3684210526315789,senior,mid_age
30,female,master's,full stack engineer,6,110707,0.2,mid,mid_age
40,male,master's,software engineer manager,17,151670,0.425,senior,mid_age
45,female,bachelor's,senior project engineer,21,167015,0.4666666666666667,senior,senior
36,male,master's,full stack engineer,13,146508,0.3611111111111111,senior,mid_age
52,male,phd,software engineer manager,27,190596,0.5192307692307693,senior,senior
31,female,bachelor's,senior software engineer,6,104378,0.1935483870967742,mid,mid_age
26,male,master's,full stack engineer,3,70216,0.11538461538461539,mid,junior
30,female,master's,senior project engineer,5,101733,0.16666666666666666,mid,mid_age
24,male,bachelor's,back end developer,1,55935,0.041666666666666664,junior,junior
45,male,master's,senior software engineer,21,180367,0.4666666666666667,senior,senior
33,female,master's,full stack engineer,9,135596,0.2727272727272727,mid,mid_age
38,male,bachelor's,front end developer,11,136062,0.2894736842105263,senior,mid_age
54,female,phd,software engineer manager,32,191267,0.5925925925925926,senior,senior
26,male,master's,full stack engineer,3,91397,0.11538461538461539,mid,junior
28,female,bachelor's,senior project engineer,4,82944,0.14285714285714285,mid,junior
48,male,phd,software engineer manager,23,188288,0.4791666666666667,senior,senior
36,female,master's,senior software engineer,14,141090,0.3888888888888889,senior,mid_age
43,male,bachelor's,full stack engineer,19,152726,0.4418604651162791,senior,mid_age
33,female,master's,back end developer,9,124141,0.2727272727272727,mid,mid_age
26,male,bachelor's,front end developer,3,67556,0.11538461538461539,mid,junior
50,female,master's,senior project engineer,22,182768,0.44,senior,senior
41,male,phd,software engineer manager,15,148727,0.36585365853658536,senior,mid_age
29,female,bachelor's,full stack engineer,6,91903,0.20689655172413793,mid,junior
38,male,master's,senior software engineer,14,147708,0.3684210526315789,senior,mid_age
48,female,bachelor's,senior project engineer,21,163209,0.4375,senior,senior
31,male,master's,full stack engineer,8,120288,0.25806451612903225,mid,mid_age
45,male,phd,software engineer manager,21,170226,0.4666666666666667,senior,senior
35,female,master's,senior software engineer,11,134979,0.3142857142857143,senior,mid_age
42,male,bachelor's,back end developer,16,137489,0.38095238095238093,senior,mid_age
27,female,master's,full stack engineer,4,83577,0.14814814814814814,mid,junior
33,male,bachelor's,front end developer,9,117904,0.2727272727272727,mid,mid_age
36,female,master's,senior project engineer,11,134482,0.3055555555555556,senior,mid_age
54,male,phd,software engineer manager,30,184660,0.5555555555555556,senior,senior
30,female,bachelor's,senior software engineer,5,100151,0.16666666666666666,mid,mid_age
26,male,master's,full stack engineer,3,88678,0.11538461538461539,mid,junior
45,female,phd,senior project engineer,21,181285,0.4666666666666667,senior,senior
38,male,master's,software engineer manager,16,154990,0.42105263157894735,senior,mid_age
31,female,bachelor's,full stack engineer,7,108204,0.22580645161290322,mid,mid_age
42,male,master's,senior software engineer,19,175684,0.4523809523809524,senior,mid_age
28,female,bachelor's,back end developer,5,77766,0.17857142857142858,mid,junior
48,male,phd,software engineer manager,24,192211,0.5,senior,senior
36,female,master's,full stack engineer,13,144647,0.3611111111111111,senior,mid_age
43,male,bachelor's,senior project engineer,20,162231,0.46511627906976744,senior,mid_age
33,female,master's,front end developer,9,121120,0.2727272727272727,mid,mid_age
26,male,bachelor's,full stack engineer,4,79652,0.15384615384615385,mid,junior
50,female,master's,senior software engineer,21,177002,0.42,senior,senior
27,male,master's,back end developer,5,87584,0.18518518518518517,mid,junior
38,female,bachelor's,senior project engineer,13,131860,0.34210526315789475,senior,mid_age
54,male,phd,software engineer manager,28,182013,0.5185185185185185,senior,senior
31,female,master's,full stack engineer,7,108799,0.22580645161290322,mid,mid_age
36,male,bachelor's,senior software engineer,13,135378,0.3611111111111111,senior,mid_age
45,female,master's,software engineer manager,22,183530,0.4888888888888889,senior,senior
42,male,bachelor's,back end developer,18,150901,0.42857142857142855,senior,mid_age
28,female,master's,full stack engineer,4,82697,0.14285714285714285,mid,junior
48,male,phd,senior software engineer,26,194638,0.5416666666666666,senior,senior
36,female,master's,senior project engineer,12,130356,0.3333333333333333,senior,mid_age
43,male,bachelor's,full stack engineer,18,152560,0.4186046511627907,senior,mid_age
33,female,master's,front end developer,9,121432,0.2727272727272727,mid,mid_age
26,male,bachelor's,back end developer,2,63789,0.07692307692307693,junior,junior
50,female,master's,senior software engineer,23,183690,0.46,senior,senior
41,male,phd,software engineer manager,16,151310,0.3902439024390244,senior,mid_age
29,female,bachelor's,full stack engineer,6,100358,0.20689655172413793,mid,junior
38,male,master's,senior software engineer,15,148437,0.39473684210526316,senior,mid_age
48,female,bachelor's,senior project engineer,22,168691,0.4583333333333333,senior,senior
28,male,bachelor's,software developer,1,50000,0.03571428571428571,junior,junior
32,female,master's,product manager,5,100000,0.15625,mid,mid_age
26,male,bachelor's,software engineer,2,60000,0.07692307692307693,junior,junior
33,female,master's,data analyst,6,90000,0.18181818181818182,mid,mid_age
29,male,bachelor's,front end developer,3,70000,0.10344827586206896,mid,junior
42,male,phd,director of data science,12,170000,0.2857142857142857,senior,mid_age
36,female,master's,data scientist,8,130000,0.2222222222222222,mid,mid_age
27,male,bachelor's,software developer,1,50000,0.037037037037037035,junior,junior
34,female,master's,product manager,7,120000,0.20588235294117646,mid,mid_age
29,male,bachelor's,software engineer,4,80000,0.13793103448275862,mid,junior
41,female,phd,senior data scientist,16,200000,0.3902439024390244,senior,mid_age
36,male,phd,director of data science,12,170000,0.3333333333333333,senior,mid_age
30,female,bachelor's,software engineer,4,80000,0.13333333333333333,mid,mid_age
28,male,master's,web developer,5,80000,0.17857142857142858,mid,junior
30,female,bachelor's,junior hr coordinator,4,60000,0.13333333333333333,mid,mid_age
25,male,bachelor's,junior web developer,2,50000,0.08,junior,junior
45,female,master's,senior human resources manager,18,160000,0.4,senior,senior
33,male,phd,human resources director,9,120000,0.2727272727272727,mid,mid_age
22,female,high school,junior hr generalist,0,40000,0.0,junior,junior
36,male,bachelor's,web developer,10,100000,0.2777777777777778,senior,mid_age
29,female,master's,senior hr generalist,4,75000,0.13793103448275862,mid,junior
42,male,phd,human resources director,16,140000,0.38095238095238093,senior,mid_age
27,female,bachelor's,junior hr coordinator,2,50000,0.07407407407407407,junior,junior
38,male,master's,senior human resources manager,11,110000,0.2894736842105263,senior,mid_age
24,female,bachelor's,web developer,1,45000,0.041666666666666664,junior,junior
31,male,high school,junior web developer,4,55000,0.12903225806451613,mid,mid_age
39,female,phd,human resources director,13,130000,0.3333333333333333,senior,mid_age
26,male,bachelor's,junior hr generalist,2,50000,0.07692307692307693,junior,junior
32,female,master's,senior hr generalist,7,80000,0.21875,mid,mid_age
32,male,bachelor's,junior web developer,2,45000,0.0625,junior,mid_age
24,female,high school,junior hr generalist,1,32000,0.041666666666666664,junior,junior
45,male,phd,senior human resources manager,12,120000,0.26666666666666666,senior,senior
29,female,master's,web developer,4,65000,0.13793103448275862,mid,junior
38,male,bachelor's,senior hr generalist,8,95000,0.21052631578947367,mid,mid_age
27,female,master's,human resources director,5,80000,0.18518518518518517,mid,junior
31,female,high school,junior hr coordinator,3,38000,0.0967741935483871,mid,mid_age
42,male,master's,web developer,10,110000,0.23809523809523808,senior,mid_age
26,female,bachelor's,junior web developer,2,45000,0.07692307692307693,junior,junior
36,male,master's,senior hr generalist,7,89000,0.19444444444444445,mid,mid_age
28,male,high school,junior hr generalist,1,32000,0.03571428571428571,junior,junior
33,female,bachelor's,web developer,5,70000,0.15151515151515152,mid,mid_age
46,male,phd,human resources director,15,150000,0.32608695652173914,senior,senior
25,female,bachelor's,junior web developer,1,40000,0.04,junior,junior
37,female,master's,senior human resources manager,9,105000,0.24324324324324326,mid,mid_age
30,male,master's,web developer,4,65000,0.13333333333333333,mid,mid_age
43,female,phd,human resources director,14,140000,0.32558139534883723,senior,mid_age
34,male,bachelor's,junior web developer,3,50000,0.08823529411764706,mid,mid_age
26,female,high school,junior hr generalist,2,35000,0.07692307692307693,junior,junior
41,male,master's,senior hr generalist,11,115000,0.2682926829268293,senior,mid_age
29,female,master's,web developer,5,70000,0.1724137931034483,mid,junior
35,male,bachelor's,web developer,6,80000,0.17142857142857143,mid,mid_age
27,female,high school,junior hr coordinator,1,30000,0.037037037037037035,junior,junior
40,male,phd,human resources director,13,135000,0.325,senior,mid_age
23,female,bachelor's,junior web developer,1,40000,0.043478260869565216,junior,junior
39,male,master's,senior hr generalist,10,105000,0.2564102564102564,senior,mid_age
31,male,high school,junior hr generalist,2,35000,0.06451612903225806,junior,mid_age
44,female,phd,senior human resources manager,12,120000,0.2727272727272727,senior,mid_age
28,male,master's,web developer,3,55000,0.10714285714285714,mid,junior
32,female,bachelor's,junior web developer,2,45000,0.0625,junior,mid_age
45,male,master's,human resources director,14,140000,0.3111111111111111,senior,senior
26,female,bachelor's,web developer,3,55000,0.11538461538461539,mid,junior
38,male,phd,senior human resources manager,11,115000,0.2894736842105263,senior,mid_age
27,female,master's,senior hr generalist,4,70000,0.14814814814814814,mid,junior
33,male,high school,junior hr coordinator,3,38000,0.09090909090909091,mid,mid_age
42,female,master's,human resources director,13,135000,0.30952380952380953,senior,mid_age
29,male,bachelor's,junior web developer,2,45000,0.06896551724137931,junior,junior
36,female,master's,web developer,7,85000,0.19444444444444445,mid,mid_age
30,male,high school,junior hr generalist,1,32000,0.03333333333333333,junior,mid_age
43,female,phd,senior human resources manager,15,150000,0.3488372093023256,senior,mid_age
34,male,bachelor's,web developer,4,65000,0.11764705882352941,mid,mid_age
25,female,master's,junior hr generalist,1,32000,0.04,junior,junior
37,male,phd,human resources director,12,120000,0.32432432432432434,senior,mid_age
24,female,bachelor's,junior web developer,1,40000,0.041666666666666664,junior,junior
39,male,master's,senior hr generalist,9,95000,0.23076923076923078,mid,mid_age
44,female,phd,human resources director,14,140000,0.3181818181818182,senior,mid_age
28,male,bachelor's,web developer,3,55000,0.10714285714285714,mid,junior
32,female,master's,senior human resources manager,6,80000,0.1875,mid,mid_age
45,male,phd,human resources director,13,135000,0.28888888888888886,senior,senior
38,male,master's,senior hr generalist,8,95000,0.21052631578947367,mid,mid_age
27,female,high school,junior hr generalist,1,32000,0.037037037037037035,junior,junior
33,male,bachelor's,web developer,5,70000,0.15151515151515152,mid,mid_age
42,female,master's,human resources director,12,120000,0.2857142857142857,senior,mid_age
29,male,master's,senior human resources manager,4,70000,0.13793103448275862,mid,junior
30,male,high school,junior hr coordinator,2,33000,0.06666666666666667,junior,mid_age
37,male,phd,human resources director,11,115000,0.2972972972972973,senior,mid_age
24,female,bachelor's,web developer,1,40000,0.041666666666666664,junior,junior
44,female,phd,human resources director,13,135000,0.29545454545454547,senior,mid_age
28,male,bachelor's,web developer,4,65000,0.14285714285714285,mid,junior
45,male,phd,human resources director,14,140000,0.3111111111111111,senior,senior
28,male,bachelor's,software engineer,3,60000,0.10714285714285714,mid,junior
37,female,master's,marketing manager,9,100000,0.24324324324324326,mid,mid_age
43,male,phd,data scientist,15,150000,0.3488372093023256,senior,mid_age
31,female,bachelor's,human resources coordinator,4,55000,0.12903225806451613,mid,mid_age
24,male,high school,junior sales associate,1,30000,0.041666666666666664,junior,junior
29,female,master's,software developer,5,70000,0.1724137931034483,mid,junior
35,male,bachelor's,operations manager,8,90000,0.22857142857142856,mid,mid_age
26,female,master's,marketing coordinator,2,40000,0.07692307692307693,junior,junior
42,male,phd,data scientist,12,130000,0.2857142857142857,senior,mid_age
34,female,bachelor's,human resources manager,6,75000,0.17647058823529413,mid,mid_age
27,male,high school,junior sales associate,2,35000,0.07407407407407407,junior,junior
38,female,master's,marketing manager,10,110000,0.2631578947368421,senior,mid_age
30,male,bachelor's,software engineer,4,65000,0.13333333333333333,mid,mid_age
45,male,phd,data scientist,18,180000,0.4,senior,senior
25,female,bachelor's,junior software developer,1,35000,0.04,junior,junior
40,female,master's,human resources manager,11,120000,0.275,senior,mid_age
33,male,bachelor's,operations manager,6,75000,0.18181818181818182,mid,mid_age
29,female,high school,junior sales associate,1,30000,0.034482758620689655,junior,junior
44,male,phd,data scientist,16,160000,0.36363636363636365,senior,mid_age
26,male,bachelor's,software developer,3,60000,0.11538461538461539,mid,junior
36,female,master's,marketing coordinator,8,85000,0.2222222222222222,mid,mid_age
31,male,bachelor's,operations manager,5,70000,0.16129032258064516,mid,mid_age
27,female,master's,human resources coordinator,3,50000,0.1111111111111111,mid,junior
42,male,phd,data scientist,13,140000,0.30952380952380953,senior,mid_age
28,male,high school,junior sales associate,2,35000,0.07142857142857142,junior,junior
